lakeid,lakename,year4,daynum,sampledate,depth,temperature_C,dissolvedOxygen,irradianceWater,irradianceDeck,comments
L,Paul Lake,1990,232,8/20/90,6,8.2,0.2,NA,NA,NA
L,Paul Lake,1990,232,8/20/90,6.5,7.4,0.1,NA,NA,NA
L,Paul Lake,1990,232,8/20/90,7,6.6,0.1,NA,NA,NA
L,Paul Lake,1990,232,8/20/90,8,5.8,0.1,NA,NA,NA
L,Paul Lake,1990,232,8/20/90,9,4.9,0.1,NA,NA,NA
R,Peter Lake,1990,233,8/21/90,0,20.4,7.7,700,710,NA
R,Peter Lake,1990,233,8/21/90,0.25,NA,NA,600,717,NA
R,Peter Lake,1990,233,8/21/90,0.5,20.4,7.5,510,724,NA
R,Peter Lake,1990,233,8/21/90,0.75,NA,NA,420,731,NA
R,Peter Lake,1990,233,8/21/90,1,20.4,7.5,360,738,NA
R,Peter Lake,1990,233,8/21/90,1.5,20.4,7.5,245,745,NA
R,Peter Lake,1990,233,8/21/90,2,20.4,7.5,185,750,NA
R,Peter Lake,1990,233,8/21/90,2.5,20.4,7.5,135,746,NA
R,Peter Lake,1990,233,8/21/90,3,20.4,7.5,90,742,NA
R,Peter Lake,1990,233,8/21/90,3.5,20.4,7.4,69,738,NA
R,Peter Lake,1990,233,8/21/90,4,19.2,9.2,50,734,NA
R,Peter Lake,1990,233,8/21/90,4.5,16.4,8.9,37,730,NA
R,Peter Lake,1990,233,8/21/90,5,13.8,8.9,26,726,NA
R,Peter Lake,1990,233,8/21/90,5.5,11.4,8.9,19,722,NA
R,Peter Lake,1990,233,8/21/90,6,10.2,5.5,15,718,NA
R,Peter Lake,1990,233,8/21/90,6.5,8.4,4.8,11,715,NA
R,Peter Lake,1990,233,8/21/90,7,7.6,3.5,7.6,712,NA
R,Peter Lake,1990,233,8/21/90,8,6.8,2.4,5.6,710,NA
R,Peter Lake,1990,233,8/21/90,9,5.6,0.5,NA,NA,NA
R,Peter Lake,1990,233,8/21/90,10,5.2,0.3,NA,NA,NA
R,Peter Lake,1990,233,8/21/90,11,4.9,0.3,NA,NA,NA
R,Peter Lake,1990,233,8/21/90,12,4.7,0.3,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,0,20.4,6.7,850,730,NA
T,Tuesday Lake,1990,234,8/22/90,0.25,NA,NA,620,730,NA
T,Tuesday Lake,1990,234,8/22/90,0.5,20.4,6.7,425,730,NA
T,Tuesday Lake,1990,234,8/22/90,0.75,NA,NA,310,730,NA
T,Tuesday Lake,1990,234,8/22/90,1,20.4,6.8,210,730,NA
T,Tuesday Lake,1990,234,8/22/90,1.5,20.4,6.8,112,730,NA
T,Tuesday Lake,1990,234,8/22/90,2,20.2,6.2,60.5,730,NA
T,Tuesday Lake,1990,234,8/22/90,2.5,19.4,4.9,33,730,NA
T,Tuesday Lake,1990,234,8/22/90,3,15.9,0.3,15.5,730,NA
T,Tuesday Lake,1990,234,8/22/90,3.5,12.4,0.1,6.9,730,NA
T,Tuesday Lake,1990,234,8/22/90,4,9.6,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,4.5,7.7,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,5,6.4,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,5.5,5.5,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,6,4.9,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,6.5,4.5,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,7,4.5,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,8,4.2,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,9,4.2,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,10,4.2,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,11,4.1,0,NA,NA,NA
T,Tuesday Lake,1990,234,8/22/90,12,4.1,0,NA,NA,NA
E,East Long Lake,1990,235,8/23/90,0,21.2,6.5,235,245,NA
E,East Long Lake,1990,235,8/23/90,0.25,NA,NA,161,245,NA
E,East Long Lake,1990,235,8/23/90,0.5,21.2,6.5,110,245,NA
E,East Long Lake,1990,235,8/23/90,0.75,NA,NA,71,245,NA
E,East Long Lake,1990,235,8/23/90,1,21.2,6.5,60,245,NA
E,East Long Lake,1990,235,8/23/90,1.5,21.1,6.5,32,245,NA
E,East Long Lake,1990,235,8/23/90,2,20.2,6.1,19,245,NA
E,East Long Lake,1990,235,8/23/90,2.5,19.8,5.9,11,245,NA
E,East Long Lake,1990,235,8/23/90,3,19.4,5.1,6.4,245,NA
E,East Long Lake,1990,235,8/23/90,3.5,17.4,1.4,3.8,245,NA
E,East Long Lake,1990,235,8/23/90,4,13.8,0.2,2.4,245,NA
E,East Long Lake,1990,235,8/23/90,4.5,11.3,0,1.4,245,NA
E,East Long Lake,1990,235,8/23/90,5,9.2,0,NA,NA,NA
E,East Long Lake,1990,235,8/23/90,5.5,7.9,0,NA,NA,NA
E,East Long Lake,1990,235,8/23/90,6,6.8,0,NA,NA,NA
E,East Long Lake,1990,235,8/23/90,6.5,6,0,NA,NA,NA
E,East Long Lake,1990,235,8/23/90,7,5.5,0,NA,NA,NA
E,East Long Lake,1990,235,8/23/90,8,5,0,NA,NA,NA
E,East Long Lake,1990,235,8/23/90,9,4.8,0,NA,NA,NA
E,East Long Lake,1990,235,8/23/90,10,4.7,0,NA,NA,NA
E,East Long Lake,1990,235,8/23/90,11,4.7,0,NA,NA,NA
E,East Long Lake,1990,235,8/23/90,12,4.7,0,NA,NA,NA
W,West Long Lake,1990,236,8/24/90,0,21.4,7.3,178,180,NA
W,West Long Lake,1990,236,8/24/90,0.25,NA,NA,135,180,NA
W,West Long Lake,1990,236,8/24/90,0.5,21.5,7.4,90.5,180,NA
W,West Long Lake,1990,236,8/24/90,0.75,NA,NA,65,185,NA
W,West Long Lake,1990,236,8/24/90,1,21.4,7.4,47.5,185,NA
W,West Long Lake,1990,236,8/24/90,1.5,21.3,7.3,25.5,185,NA
W,West Long Lake,1990,236,8/24/90,2,20.7,6.7,15.2,190,NA
W,West Long Lake,1990,236,8/24/90,2.5,20,6.5,9.5,191,NA
W,West Long Lake,1990,236,8/24/90,3,19,5.3,6.1,192,NA
W,West Long Lake,1990,236,8/24/90,3.5,16.8,1.3,3.9,193,NA
W,West Long Lake,1990,236,8/24/90,4,13.4,0.6,2.2,194,NA
W,West Long Lake,1990,236,8/24/90,4.5,11.2,0.4,1.2,195,NA
W,West Long Lake,1990,236,8/24/90,5,8.9,0.1,NA,NA,NA
W,West Long Lake,1990,236,8/24/90,5.5,7.7,0.1,NA,NA,NA
W,West Long Lake,1990,236,8/24/90,6,7.1,0.1,NA,NA,NA
W,West Long Lake,1990,236,8/24/90,6.5,6.5,0.1,NA,NA,NA
W,West Long Lake,1990,236,8/24/90,7,6,0.1,NA,NA,NA
W,West Long Lake,1990,236,8/24/90,8,5.6,0.1,NA,NA,NA
W,West Long Lake,1990,236,8/24/90,9,5.5,0.1,NA,NA,NA
W,West Long Lake,1990,236,8/24/90,10,5.4,0.1,NA,NA,NA
W,West Long Lake,1990,236,8/24/90,11,5.4,0.1,NA,NA,NA
W,West Long Lake,1990,236,8/24/90,12,5.4,0.1,NA,NA,NA
L,Paul Lake,1990,238,8/26/90,0,22,8.3,540,550,NA
L,Paul Lake,1990,238,8/26/90,0.25,NA,NA,510,550,NA
L,Paul Lake,1990,238,8/26/90,0.5,22,8.3,420,550,NA
L,Paul Lake,1990,238,8/26/90,0.75,NA,NA,330,550,NA
L,Paul Lake,1990,238,8/26/90,1,22,8.2,265,550,NA
L,Paul Lake,1990,238,8/26/90,1.5,22,8.2,180,550,NA
L,Paul Lake,1990,238,8/26/90,2,21.4,8.1,130,570,NA
L,Paul Lake,1990,238,8/26/90,2.5,21,8.1,94,570,NA
L,Paul Lake,1990,238,8/26/90,3,20.4,7.9,69,570,NA
L,Paul Lake,1990,238,8/26/90,3.5,19.2,7.8,51,570,NA
L,Paul Lake,1990,238,8/26/90,4,16.6,9.3,37,570,NA
L,Paul Lake,1990,238,8/26/90,4.5,14,9.1,26,570,NA
L,Paul Lake,1990,238,8/26/90,5,12,5.7,18,580,NA
L,Paul Lake,1990,238,8/26/90,5.5,10,1.2,13,570,NA
L,Paul Lake,1990,238,8/26/90,6,8.8,0.5,4.5,560,NA
L,Paul Lake,1990,238,8/26/90,6.5,7.4,0.5,NA,NA,NA
L,Paul Lake,1990,238,8/26/90,7,6.7,0.4,NA,NA,NA
L,Paul Lake,1990,238,8/26/90,8,6,0.4,NA,NA,NA
L,Paul Lake,1990,238,8/26/90,9,5.6,0.4,NA,NA,NA
L,Paul Lake,1990,238,8/26/90,10,5.5,0.4,NA,NA,NA
R,Peter Lake,1990,239,8/27/90,0,22.1,8.1,280,290,NA
R,Peter Lake,1990,239,8/27/90,0.25,NA,NA,210,290,NA
R,Peter Lake,1990,239,8/27/90,0.5,22.1,8.1,160,290,NA
R,Peter Lake,1990,239,8/27/90,0.75,NA,NA,135,290,NA
R,Peter Lake,1990,239,8/27/90,1,22.1,8.1,115,290,NA
R,Peter Lake,1990,239,8/27/90,1.5,22.1,8.2,86,300,NA
R,Peter Lake,1990,239,8/27/90,2,22.1,8.1,70,300,NA
R,Peter Lake,1990,239,8/27/90,2.5,21.9,8.2,58,300,NA
R,Peter Lake,1990,239,8/27/90,3,21.5,8.2,46,300,NA
R,Peter Lake,1990,239,8/27/90,3.5,20.5,8.1,37,300,NA
R,Peter Lake,1990,239,8/27/90,4,19.3,9.3,29,310,NA
R,Peter Lake,1990,239,8/27/90,4.5,16.6,10.8,23,310,NA
R,Peter Lake,1990,239,8/27/90,5,13.7,11.3,19,310,NA
R,Peter Lake,1990,239,8/27/90,5.5,11.7,10,15,310,NA
R,Peter Lake,1990,239,8/27/90,6,9.6,5.6,12,320,NA
R,Peter Lake,1990,239,8/27/90,6.5,8.6,3.7,9,320,NA
R,Peter Lake,1990,239,8/27/90,7,7.5,2.7,7,320,NA
R,Peter Lake,1990,239,8/27/90,8,6.3,1.6,4,320,NA
R,Peter Lake,1990,239,8/27/90,9,5.6,0.3,2,330,NA
R,Peter Lake,1990,239,8/27/90,10,5.2,0.1,NA,NA,NA
R,Peter Lake,1990,239,8/27/90,11,5,0,NA,NA,NA
R,Peter Lake,1990,239,8/27/90,12,4.7,0,NA,NA,NA
T,Tuesday Lake,1990,240,8/28/90,0,22.1,7.6,1000,950,NA
T,Tuesday Lake,1990,240,8/28/90,0.25,NA,NA,730,950,NA
T,Tuesday Lake,1990,240,8/28/90,0.5,22.1,7.5,550,950,NA
T,Tuesday Lake,1990,240,8/28/90,0.75,NA,NA,380,950,NA
T,Tuesday Lake,1990,240,8/28/90,1,22.1,7.5,260,950,NA
T,Tuesday Lake,1990,240,8/28/90,1.5,22.1,7.4,150,950,NA
T,Tuesday Lake,1990,240,8/28/90,2,21,7.2,82,950,NA
T,Tuesday Lake,1990,240,8/28/90,2.5,19.5,4.6,34,590,NA
T,Tuesday Lake,1990,240,8/28/90,3,15.9,0.4,13,590,NA
T,Tuesday Lake,1990,240,8/28/90,3.5,13.3,0.2,10,590,NA
T,Tuesday Lake,1990,240,8/28/90,4,10.2,0.1,4.5,590,NA
T,Tuesday Lake,1990,240,8/28/90,4.5,7.9,0.1,1.9,950,NA
T,Tuesday Lake,1990,240,8/28/90,5,6.2,0.1,0.8,950,NA
T,Tuesday Lake,1990,240,8/28/90,5.5,5.5,0.1,NA,NA,NA
T,Tuesday Lake,1990,240,8/28/90,6,5,0.1,NA,NA,NA
T,Tuesday Lake,1990,240,8/28/90,6.5,4.7,0.1,NA,NA,NA
T,Tuesday Lake,1990,240,8/28/90,7,4.5,0.2,NA,NA,NA
T,Tuesday Lake,1990,240,8/28/90,8,4.3,0.2,NA,NA,NA
T,Tuesday Lake,1990,240,8/28/90,9,4.3,0.2,NA,NA,NA
T,Tuesday Lake,1990,240,8/28/90,10,4.3,0.2,NA,NA,NA
T,Tuesday Lake,1990,240,8/28/90,11,4.2,0.2,NA,NA,NA
L,Paul Lake,1990,247,9/4/90,0,20.5,7.5,216,245,NA
L,Paul Lake,1990,247,9/4/90,0.25,NA,NA,182,245,NA
L,Paul Lake,1990,247,9/4/90,0.5,20.5,7.5,146,245,NA
L,Paul Lake,1990,247,9/4/90,0.75,NA,NA,124,255,NA
L,Paul Lake,1990,247,9/4/90,1,20.5,7.5,102,255,NA
L,Paul Lake,1990,247,9/4/90,1.5,20.5,7.6,66,255,NA
L,Paul Lake,1990,247,9/4/90,2,20.5,7.4,52,265,NA
L,Paul Lake,1990,247,9/4/90,2.5,20.5,7.5,38.5,265,NA
L,Paul Lake,1990,247,9/4/90,3,20.5,7.4,27.5,265,NA
L,Paul Lake,1990,247,9/4/90,3.5,20.1,7.2,20.2,265,NA
L,Paul Lake,1990,247,9/4/90,4,17.2,7.3,14.5,265,NA
L,Paul Lake,1990,247,9/4/90,4.5,14.1,7.3,10.7,265,NA
L,Paul Lake,1990,247,9/4/90,5,11.9,2.1,7.5,270,NA
L,Paul Lake,1990,247,9/4/90,5.5,10.4,0.6,3.9,270,NA
L,Paul Lake,1990,247,9/4/90,6,9.1,0.1,1.5,260,NA
L,Paul Lake,1990,247,9/4/90,6.5,7.7,0.1,NA,NA,NA
L,Paul Lake,1990,247,9/4/90,7,6.8,0.1,NA,NA,NA
L,Paul Lake,1990,247,9/4/90,8,6,0,NA,NA,NA
L,Paul Lake,1990,247,9/4/90,9,5.6,0,NA,NA,NA
R,Peter Lake,1990,247,9/4/90,0,20.9,8.5,1280,1140,NA
R,Peter Lake,1990,247,9/4/90,0.25,NA,NA,1100,1140,NA
R,Peter Lake,1990,247,9/4/90,0.5,20.9,8.5,890,1140,NA
R,Peter Lake,1990,247,9/4/90,0.75,NA,NA,760,1140,NA
R,Peter Lake,1990,247,9/4/90,1,20.8,8.5,650,1140,NA
R,Peter Lake,1990,247,9/4/90,1.5,20.7,8.4,445,1150,NA
R,Peter Lake,1990,247,9/4/90,2,20.7,8.2,330,1150,NA
R,Peter Lake,1990,247,9/4/90,2.5,20.7,8.2,245,1150,NA
R,Peter Lake,1990,247,9/4/90,3,20.7,8.3,180,1150,NA
R,Peter Lake,1990,247,9/4/90,3.5,20.7,8.4,140,1150,NA
R,Peter Lake,1990,247,9/4/90,4,20.6,8.4,107,1150,NA
R,Peter Lake,1990,247,9/4/90,4.5,17.1,11.2,78.5,1150,NA
R,Peter Lake,1990,247,9/4/90,5,14.6,11.3,59.5,1150,NA
R,Peter Lake,1990,247,9/4/90,5.5,11.9,10,42,1150,NA
R,Peter Lake,1990,247,9/4/90,6,10.2,5.7,36,1150,NA
R,Peter Lake,1990,247,9/4/90,6.5,8.7,4.2,25.5,1150,NA
R,Peter Lake,1990,247,9/4/90,7,7.9,2.8,18.5,1150,NA
R,Peter Lake,1990,247,9/4/90,7.5,7.1,1.7,13.5,1150,NA
R,Peter Lake,1990,247,9/4/90,8,6.7,1.7,NA,NA,NA
R,Peter Lake,1990,247,9/4/90,9,5.6,0.3,NA,NA,NA
R,Peter Lake,1990,247,9/4/90,10,5.3,0.2,NA,NA,NA
R,Peter Lake,1990,247,9/4/90,11,5,0.2,NA,NA,NA
R,Peter Lake,1990,247,9/4/90,12,4.8,0.2,NA,NA,NA
E,East Long Lake,1990,248,9/5/90,0,20.6,7.7,530,470,NA
E,East Long Lake,1990,248,9/5/90,0.25,NA,NA,385,470,NA
E,East Long Lake,1990,248,9/5/90,0.5,20.6,7.5,256,470,NA
E,East Long Lake,1990,248,9/5/90,0.75,NA,NA,174,470,NA
E,East Long Lake,1990,248,9/5/90,1,20.6,7.6,130,470,NA
E,East Long Lake,1990,248,9/5/90,1.5,20.5,7.4,74.5,470,NA
E,East Long Lake,1990,248,9/5/90,2,20.5,7.5,46.5,470,NA
E,East Long Lake,1990,248,9/5/90,2.5,20.5,7.4,28.5,470,NA
E,East Long Lake,1990,248,9/5/90,3,20.4,7.4,18.6,470,NA
E,East Long Lake,1990,248,9/5/90,3.5,17.2,0.2,11.6,470,NA
E,East Long Lake,1990,248,9/5/90,4,14.8,0.1,7,470,NA
E,East Long Lake,1990,248,9/5/90,4.5,12.2,0.1,3.7,450,NA
E,East Long Lake,1990,248,9/5/90,5,9.8,0,NA,NA,NA
E,East Long Lake,1990,248,9/5/90,5.5,8.3,0,NA,NA,NA
E,East Long Lake,1990,248,9/5/90,6,6.9,0,NA,NA,NA
E,East Long Lake,1990,248,9/5/90,6.5,6.2,0,NA,NA,NA
E,East Long Lake,1990,248,9/5/90,7,5.7,0,NA,NA,NA
E,East Long Lake,1990,248,9/5/90,8,5.1,0,NA,NA,NA
E,East Long Lake,1990,248,9/5/90,9,5,0,NA,NA,NA
E,East Long Lake,1990,248,9/5/90,10,4.8,0,NA,NA,NA
E,East Long Lake,1990,248,9/5/90,11,4.7,0,NA,NA,NA
E,East Long Lake,1990,248,9/5/90,12,4.7,0,NA,NA,NA
T,Tuesday Lake,1990,248,9/5/90,0,20.3,7.1,1200,1100,NA
T,Tuesday Lake,1990,248,9/5/90,0.25,NA,NA,920,1100,NA
T,Tuesday Lake,1990,248,9/5/90,0.5,20.3,7,785,1100,NA
T,Tuesday Lake,1990,248,9/5/90,0.75,NA,NA,485,1100,NA
T,Tuesday Lake,1990,248,9/5/90,1,20.2,6.8,380,1100,NA
T,Tuesday Lake,1990,248,9/5/90,1.5,20.2,6.8,207,1100,NA
T,Tuesday Lake,1990,248,9/5/90,2,20.2,6.8,123,1100,NA
T,Tuesday Lake,1990,248,9/5/90,2.5,20.1,6.8,72,1100,NA
T,Tuesday Lake,1990,248,9/5/90,3,16.7,0.6,38,1100,NA
T,Tuesday Lake,1990,248,9/5/90,3.5,13,0.2,19.8,1100,NA
T,Tuesday Lake,1990,248,9/5/90,4,10.1,0.1,11.5,1150,NA
T,Tuesday Lake,1990,248,9/5/90,4.5,8.3,0.1,NA,NA,NA
T,Tuesday Lake,1990,248,9/5/90,5,6.5,0.1,NA,NA,NA
T,Tuesday Lake,1990,248,9/5/90,5.5,5.6,0,NA,NA,NA
T,Tuesday Lake,1990,248,9/5/90,6,5.1,0,NA,NA,NA
T,Tuesday Lake,1990,248,9/5/90,6.5,4.8,0,NA,NA,NA
T,Tuesday Lake,1990,248,9/5/90,7,4.5,0,NA,NA,NA
T,Tuesday Lake,1990,248,9/5/90,8,4.3,0,NA,NA,NA
T,Tuesday Lake,1990,248,9/5/90,9,4.2,0,NA,NA,NA
T,Tuesday Lake,1990,248,9/5/90,10,4.2,0,NA,NA,NA
W,West Long Lake,1990,248,9/5/90,0,20.5,7.8,410,420,NA
W,West Long Lake,1990,248,9/5/90,0.25,NA,NA,290,420,NA
W,West Long Lake,1990,248,9/5/90,0.5,20.5,7.7,205,420,NA
W,West Long Lake,1990,248,9/5/90,0.75,NA,NA,156,420,NA
W,West Long Lake,1990,248,9/5/90,1,20.5,7.7,110,420,NA
W,West Long Lake,1990,248,9/5/90,1.5,20.5,7.6,68,420,NA
W,West Long Lake,1990,248,9/5/90,2,20.4,7.6,42,420,NA
W,West Long Lake,1990,248,9/5/90,2.5,20.2,7.5,27.3,420,NA
W,West Long Lake,1990,248,9/5/90,3,20,7.2,18,420,NA
W,West Long Lake,1990,248,9/5/90,3.5,17.7,0.5,11.5,420,NA
W,West Long Lake,1990,248,9/5/90,4,14.2,0.4,7.2,420,NA
W,West Long Lake,1990,248,9/5/90,4.5,11.8,0.2,4,440,NA
W,West Long Lake,1990,248,9/5/90,5,9.4,0.1,NA,NA,NA
W,West Long Lake,1990,248,9/5/90,5.5,8.1,0.1,NA,NA,NA
W,West Long Lake,1990,248,9/5/90,6,6.9,0,NA,NA,NA
W,West Long Lake,1990,248,9/5/90,6.5,6.3,0,NA,NA,NA
W,West Long Lake,1990,248,9/5/90,7,5.9,0,NA,NA,NA
W,West Long Lake,1990,248,9/5/90,8,5.7,0,NA,NA,NA
W,West Long Lake,1990,248,9/5/90,9,5.6,0,NA,NA,NA
W,West Long Lake,1990,248,9/5/90,10,5.5,0,NA,NA,NA
W,West Long Lake,1990,248,9/5/90,11,5.5,0.1,NA,NA,NA
W,West Long Lake,1990,248,9/5/90,12,5.5,0.1,NA,NA,NA
L,Paul Lake,1990,253,9/10/90,0,19,7.5,235,215,NA
L,Paul Lake,1990,253,9/10/90,0.25,NA,NA,195,215,NA
L,Paul Lake,1990,253,9/10/90,0.5,19,7.6,148,215,NA
L,Paul Lake,1990,253,9/10/90,0.75,NA,NA,115,215,NA
L,Paul Lake,1990,253,9/10/90,1,19,7.5,94,215,NA
L,Paul Lake,1990,253,9/10/90,1.5,19,7.6,65,215,NA
L,Paul Lake,1990,253,9/10/90,2,19,7.4,45,215,NA
L,Paul Lake,1990,253,9/10/90,2.5,19,7.4,31,215,NA
L,Paul Lake,1990,253,9/10/90,3,18.9,7.2,22,215,NA
L,Paul Lake,1990,253,9/10/90,3.5,18.8,7.5,44,810,NA
L,Paul Lake,1990,253,9/10/90,4,18,6.6,30.5,810,NA
L,Paul Lake,1990,253,9/10/90,4.5,15.2,6,18.9,810,NA
L,Paul Lake,1990,253,9/10/90,5,12.2,2,14.1,810,NA
L,Paul Lake,1990,253,9/10/90,5.5,10.9,0.4,8.1,810,NA
L,Paul Lake,1990,253,9/10/90,6,9.2,0.2,2.2,810,NA
L,Paul Lake,1990,253,9/10/90,6.5,8,0.1,NA,NA,NA
L,Paul Lake,1990,253,9/10/90,7,6.9,0.1,NA,NA,NA
L,Paul Lake,1990,253,9/10/90,8,6,0,NA,NA,NA
L,Paul Lake,1990,253,9/10/90,9,5.7,0,NA,NA,NA
R,Peter Lake,1990,253,9/10/90,0,19.2,8.8,1150,910,NA
R,Peter Lake,1990,253,9/10/90,0.25,NA,NA,1050,910,NA
R,Peter Lake,1990,253,9/10/90,0.5,19.3,8.9,840,910,NA
R,Peter Lake,1990,253,9/10/90,0.75,NA,NA,685,910,NA
R,Peter Lake,1990,253,9/10/90,1,19.3,8.8,565,910,NA
R,Peter Lake,1990,253,9/10/90,1.5,19.3,8.8,385,910,NA
R,Peter Lake,1990,253,9/10/90,2,19.3,8.6,273,910,NA
R,Peter Lake,1990,253,9/10/90,2.5,19.3,8.7,191,910,NA
R,Peter Lake,1990,253,9/10/90,3,19.3,8.6,141,910,NA
R,Peter Lake,1990,253,9/10/90,3.5,19.2,8.7,102,910,NA
R,Peter Lake,1990,253,9/10/90,4,19.2,8.6,73,910,NA
R,Peter Lake,1990,253,9/10/90,4.5,17.9,10,54,910,NA
R,Peter Lake,1990,253,9/10/90,5,14.6,10.4,40.5,910,NA
R,Peter Lake,1990,253,9/10/90,5.5,12,8.8,29.5,910,NA
R,Peter Lake,1990,253,9/10/90,6,10.6,6.1,22.9,910,NA
R,Peter Lake,1990,253,9/10/90,6.5,8.8,3.9,16.5,910,NA
R,Peter Lake,1990,253,9/10/90,7,7.9,2.9,12.4,910,NA
R,Peter Lake,1990,253,9/10/90,8,6.5,1.1,8.9,920,NA
R,Peter Lake,1990,253,9/10/90,9,5.7,0.8,NA,NA,NA
R,Peter Lake,1990,253,9/10/90,10,5.2,0.4,NA,NA,NA
R,Peter Lake,1990,253,9/10/90,11,4.9,0.4,NA,NA,NA
R,Peter Lake,1990,253,9/10/90,12,4.8,0.4,NA,NA,NA
T,Tuesday Lake,1990,253,9/10/90,0,19.2,7.1,1450,1250,NA
T,Tuesday Lake,1990,253,9/10/90,0.25,NA,NA,945,1250,NA
T,Tuesday Lake,1990,253,9/10/90,0.5,19.1,7.1,705,1250,NA
T,Tuesday Lake,1990,253,9/10/90,0.75,NA,NA,520,1250,NA
T,Tuesday Lake,1990,253,9/10/90,1,18.9,7.1,390,1250,NA
T,Tuesday Lake,1990,253,9/10/90,1.5,18.9,6.9,205,1250,NA
T,Tuesday Lake,1990,253,9/10/90,2,18.8,7,120,1250,NA
T,Tuesday Lake,1990,253,9/10/90,2.5,18.8,6.9,67.5,1250,NA
T,Tuesday Lake,1990,253,9/10/90,3,17.6,1.5,40,1250,NA
T,Tuesday Lake,1990,253,9/10/90,3.5,13.9,0.2,22.2,1250,NA
T,Tuesday Lake,1990,253,9/10/90,4,10.7,0.1,14.5,1300,NA
T,Tuesday Lake,1990,253,9/10/90,4.5,8.5,0.1,NA,NA,NA
T,Tuesday Lake,1990,253,9/10/90,5,7,0.1,NA,NA,NA
T,Tuesday Lake,1990,253,9/10/90,5.5,5.8,0,NA,NA,NA
T,Tuesday Lake,1990,253,9/10/90,6,5.3,0,NA,NA,NA
T,Tuesday Lake,1990,253,9/10/90,6.5,4.9,0,NA,NA,NA
T,Tuesday Lake,1990,253,9/10/90,7,4.6,0,NA,NA,NA
T,Tuesday Lake,1990,253,9/10/90,8,4.4,0,NA,NA,NA
T,Tuesday Lake,1990,253,9/10/90,9,4.3,0,NA,NA,NA
T,Tuesday Lake,1990,253,9/10/90,10,4.2,0,NA,NA,NA
L,Paul Lake,1991,140,5/20/91,0,16.6,8.7,1600,1250,NA
L,Paul Lake,1991,140,5/20/91,0.25,NA,NA,1350,1250,NA
L,Paul Lake,1991,140,5/20/91,0.5,16.6,8.5,1100,1250,NA
L,Paul Lake,1991,140,5/20/91,0.75,NA,NA,880,1250,NA
L,Paul Lake,1991,140,5/20/91,1,16.2,8.5,690,1250,NA
L,Paul Lake,1991,140,5/20/91,1.5,15.9,8.5,450,1250,NA
L,Paul Lake,1991,140,5/20/91,2,13.7,10,300,1250,NA
L,Paul Lake,1991,140,5/20/91,2.5,11.8,11.1,210,1250,NA
L,Paul Lake,1991,140,5/20/91,3,10.4,11.3,155,1250,NA
L,Paul Lake,1991,140,5/20/91,3.5,9.3,11.5,120,1250,NA
L,Paul Lake,1991,140,5/20/91,4,7.9,11.7,87,1250,NA
L,Paul Lake,1991,140,5/20/91,4.5,7,9.2,58,1250,NA
L,Paul Lake,1991,140,5/20/91,5,6.2,5.2,38,1250,NA
L,Paul Lake,1991,140,5/20/91,5.5,5.7,2.3,24,1250,NA
L,Paul Lake,1991,140,5/20/91,6,5.3,1.1,14,1250,NA
L,Paul Lake,1991,140,5/20/91,6.5,5.1,0.2,NA,NA,NA
L,Paul Lake,1991,140,5/20/91,7,5,0.2,NA,NA,NA
L,Paul Lake,1991,140,5/20/91,8,4.9,0.1,NA,NA,NA
L,Paul Lake,1991,140,5/20/91,9,4.8,0.1,NA,NA,NA
L,Paul Lake,1991,140,5/20/91,10,4.7,0.1,NA,NA,NA
R,Peter Lake,1991,140,5/20/91,0,16.6,9.1,1800,1450,NA
R,Peter Lake,1991,140,5/20/91,0.25,NA,NA,1500,1450,NA
R,Peter Lake,1991,140,5/20/91,0.5,16.3,9.1,1250,1450,NA
R,Peter Lake,1991,140,5/20/91,0.75,NA,NA,1100,1450,NA
R,Peter Lake,1991,140,5/20/91,1,16.2,9.1,885,1450,NA
R,Peter Lake,1991,140,5/20/91,1.5,16.1,9.1,685,1450,NA
R,Peter Lake,1991,140,5/20/91,2,15.6,10.4,510,1450,NA
R,Peter Lake,1991,140,5/20/91,2.5,12.6,11.1,385,1450,NA
R,Peter Lake,1991,140,5/20/91,3,10.9,11.5,260,1450,NA
R,Peter Lake,1991,140,5/20/91,3.5,9.4,12,190,1450,NA
R,Peter Lake,1991,140,5/20/91,4,8.2,13.3,136,1450,NA
R,Peter Lake,1991,140,5/20/91,4.5,6.9,13.3,100,1450,NA
R,Peter Lake,1991,140,5/20/91,5,6.3,11.7,69,1450,NA
R,Peter Lake,1991,140,5/20/91,5.5,5.4,9.6,46,1450,NA
R,Peter Lake,1991,140,5/20/91,6,5.1,7.5,31,1450,NA
R,Peter Lake,1991,140,5/20/91,6.5,4.9,6.7,19.5,1450,NA
