CAS Number,Chemical Name,Chemical Grade,Chemical Analysis Method,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Organism Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Author),Conc 1 (Author),Conc 1 Units (Author),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not coded,Not coded,20.3,Bombus terrestris,Buff Tailed Bumblebee,Insects/Spiders,Adult,NC,Not coded,Oral via capsule,Not coded,Lab,NC,Not coded,22.2,ug/org,Mortality,Mortality,LD50,Not coded,2,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,Purity: Ê NR - NR | Organism Age: Ê NC - NC Not coded | Conc 1 (Author): Ê Not coded 13.2 - 187.3 ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not coded,Not coded,20.3,Bombus terrestris,Buff Tailed Bumblebee,Insects/Spiders,Adult,NC,Not coded,"Topical, general",Not coded,Lab,NC,Not coded,>100.0,ug/org,Mortality,Mortality,LD50,Not coded,2,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,Purity: Ê NR - NR | Organism Age: Ê NC - NC Not coded | Conc 1 (Author): Ê Not coded NR - NR ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not coded,Not coded,20.3,Bombus terrestris,Buff Tailed Bumblebee,Insects/Spiders,Adult,NC,Not coded,"Topical, general",Not coded,Lab,NC,Not coded,100,ug/org,Mortality,Mortality,NOEL,Not coded,2,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,Purity: Ê NR - NR | Organism Age: Ê NC - NC Not coded | Conc 1 (Author): Ê Not coded NR - NR ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not coded,Not coded,20.3,Bombus terrestris,Buff Tailed Bumblebee,Insects/Spiders,Adult,NC,Not coded,Oral via capsule,Not coded,Lab,NC,Not coded,10.37,ug/org,Mortality,Mortality,NOEL,Not coded,2,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,Purity: Ê NR - NR | Organism Age: Ê NC - NC Not coded | Conc 1 (Author): Ê Not coded NR - NR ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,"Technical grade, technical product, technical formulation",Unmeasured,96,Brontispa longissima,Coconut Leaf Beetle,Insects/Spiders,Larva,3,Day(s),Dipped or soaked,No substrate,Lab,6,Active ingredient,1.81,mg/L,Mortality,Mortality,LC10,Not reported,1,Day(s),"Jin,T., Y.Y. Lin, Q.A. Jin, H.B. Wen, and Z.Q. Peng",173884,Sublethal Effect of Avermectin and Acetamiprid on the Mortality of Different Life Stages of Brontispa longissima (Gestro) (Coleoptera: Hispidae) and Its Larvae Parasitoid Asecodes hispinarum Boucek (Hymenoptera: Eulophi,Crop Prot.58:55-60,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Day(s) | Conc 1 (Author): Ê Active ingredient 1.30 - 2.24 mg/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,"Technical grade, technical product, technical formulation",Unmeasured,96,Brontispa longissima,Coconut Leaf Beetle,Insects/Spiders,Larva,3,Day(s),Dipped or soaked,No substrate,Lab,6,Active ingredient,4.24,mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Jin,T., Y.Y. Lin, Q.A. Jin, H.B. Wen, and Z.Q. Peng",173884,Sublethal Effect of Avermectin and Acetamiprid on the Mortality of Different Life Stages of Brontispa longissima (Gestro) (Coleoptera: Hispidae) and Its Larvae Parasitoid Asecodes hispinarum Boucek (Hymenoptera: Eulophi,Crop Prot.58:55-60,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Day(s) | Conc 1 (Author): Ê Active ingredient 3.70 - 4.80 mg/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,"Technical grade, technical product, technical formulation",Unmeasured,96,Brontispa longissima,Coconut Leaf Beetle,Insects/Spiders,Larva,3,Day(s),Dipped or soaked,No substrate,Lab,6,Active ingredient,9.94,mg/L,Mortality,Mortality,LC90,Not reported,1,Day(s),"Jin,T., Y.Y. Lin, Q.A. Jin, H.B. Wen, and Z.Q. Peng",173884,Sublethal Effect of Avermectin and Acetamiprid on the Mortality of Different Life Stages of Brontispa longissima (Gestro) (Coleoptera: Hispidae) and Its Larvae Parasitoid Asecodes hispinarum Boucek (Hymenoptera: Eulophi,Crop Prot.58:55-60,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Day(s) | Conc 1 (Author): Ê Active ingredient NR - NR mg/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,"Technical grade, technical product, technical formulation",Unmeasured,96,Brontispa longissima,Coconut Leaf Beetle,Insects/Spiders,Larva,4,Instar,Dipped or soaked,No substrate,Lab,2,Active ingredient,1.81/,mg/L,Mortality,Survival,LOEL,Not reported,40,Day(s),"Jin,T., Y.Y. Lin, Q.A. Jin, H.B. Wen, and Z.Q. Peng",173884,Sublethal Effect of Avermectin and Acetamiprid on the Mortality of Different Life Stages of Brontispa longissima (Gestro) (Coleoptera: Hispidae) and Its Larvae Parasitoid Asecodes hispinarum Boucek (Hymenoptera: Eulophi,Crop Prot.58:55-60,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR/ - NR/ mg/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,"Technical grade, technical product, technical formulation",Unmeasured,96,Brontispa longissima,Coconut Leaf Beetle,Insects/Spiders,Larva,2,Instar,Dipped or soaked,No substrate,Lab,2,Active ingredient,1.81/,mg/L,Mortality,Survival,LOEL,Not reported,6,Day(s),"Jin,T., Y.Y. Lin, Q.A. Jin, H.B. Wen, and Z.Q. Peng",173884,Sublethal Effect of Avermectin and Acetamiprid on the Mortality of Different Life Stages of Brontispa longissima (Gestro) (Coleoptera: Hispidae) and Its Larvae Parasitoid Asecodes hispinarum Boucek (Hymenoptera: Eulophi,Crop Prot.58:55-60,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR/ - NR/ mg/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,"Technical grade, technical product, technical formulation",Unmeasured,96,Brontispa longissima,Coconut Leaf Beetle,Insects/Spiders,Adult,NR,Not reported,Dipped or soaked,No substrate,Lab,2,Active ingredient,1.81/,mg/L,Mortality,Survival,NOEL,Not reported,40,Day(s),"Jin,T., Y.Y. Lin, Q.A. Jin, H.B. Wen, and Z.Q. Peng",173884,Sublethal Effect of Avermectin and Acetamiprid on the Mortality of Different Life Stages of Brontispa longissima (Gestro) (Coleoptera: Hispidae) and Its Larvae Parasitoid Asecodes hispinarum Boucek (Hymenoptera: Eulophi,Crop Prot.58:55-60,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ mg/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,30,Cerambycidae,Long Horned Beetle Family,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Formulation,3/,fl oz/gal,Population,Abundance,NOEL,Not reported,90,Day(s),"Pena,J.E., J.H. Crane, J.L. Capinera, R.E. Duncan, P.E. Kendra, R.C. Ploetz, S. McLean, G. Brar, M.C. Thomas, and R.D.",156617,"Chemical Control of the Redbay Ambrosia Beetle, Xyleborus glabratus, and Other Scolytinae (Coleoptera: Curculionidae)",Fla. Entomol.94(4): 882-896,2011,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ fl oz/gal | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,20,Chaetosiphon fragaefolii,Aphid,Insects/Spiders,Not reported,NR,Instar,"Environmental, unspecified",Litter,Lab,2,Formulation,0.25/,g/L,Mortality,Mortality,NR-LETH,Not reported,2,Day(s),"Fitzgerald,J.",80219,"Laboratory Bioassays and Field Evaluation of Insecticides for the Control of Anthonomus rubi, Lygus rugulipennis and Chaetosiphon fragaefolii, and Effects on Beneficial Species, in UK Strawberry Production",Crop Prot.23(9): 801-809,2004,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Instar | Conc 1 (Author): Ê Formulation NR/ - NR/ g/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,25,Choristoneura rosaceana,Oblique Banded Leaf Roller,Insects/Spiders,Not reported,NR,Not reported,Spray,No substrate,Field natural,2,Formulation,2.5/,oz/acre,Population,Abundance,NOEL,Not reported,120,Day(s),"Reissig,W.H., and D. Combs",93017,"Evaluation of Seasonal Insecticide Programs Against New York Apple Pests, 2005",Arthropod Manag. Tests31:3 p.,2006,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ oz/acre | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,25,Chrysoperla carnea,Common Green Lacewing,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Natural soil,Field natural,3,Formulation,56,g/ha,Population,Abundance,LOEL,Not reported,~45.66,Day(s),"Naranjo,S.E., and D.H. Akey",170880,Conservation of Natural Enemies in Cotton: Comparative Selectivity of Acetamiprid in the Management of Bemisia tabaci,Pest Manag. Sci.61(6): 555-566,2005,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR - NR g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,25,Chrysoperla carnea,Common Green Lacewing,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Natural soil,Field natural,4,Formulation,112,g/ha,Population,Abundance,NOEL,Not reported,~30.44,Day(s),"Naranjo,S.E., and D.H. Akey",170880,Conservation of Natural Enemies in Cotton: Comparative Selectivity of Acetamiprid in the Management of Bemisia tabaci,Pest Manag. Sci.61(6): 555-566,2005,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR - NR g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,30,Chrysoperla rufilabris,Lacewing,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Lab,2,Formulation,0.39/,kg/ha,Mortality,"Mortality/survival, general",LOEL,Not reported,3,Day(s),"Roubos,C.R., C. Rodriguez-Saona, R. Holdcraft, K.S. Mason, and R. Isaacs",168141,Relative Toxicity and Residual Activity of Insecticides Used in Blueberry Pest Management: Mortality of Natural Enemies,J. Econ. Entomol.107(1): 277-285,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,20,Chrysopidae,Lacewing Family,Insects/Spiders,Not reported,NR,Not reported,Foliar spray,No substrate,Field natural,2,Formulation,75/,g/ha,Population,Abundance,LOEL,Not reported,7,Day(s),"Kumar,R., S. Kranthi, M. Nitharwal, S.L. Jat, and D. Monga",169080,Influence of Pesticides and Application Methods on Pest and Predatory Arthropods Associated with Cotton,Phytoparasitica40:417-424,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,20,Chrysopidae,Lacewing Family,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Formulation,0.048/,%,Population,Abundance,LOEL,Not reported,7,Day(s),"Kumar,R., S. Kranthi, M. Nitharwal, S.L. Jat, and D. Monga",169080,Influence of Pesticides and Application Methods on Pest and Predatory Arthropods Associated with Cotton,Phytoparasitica40:417-424,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ % | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,20,Coccinella undecimpunctata ssp. aegyptica,Elevenspotted Ladybird Beetle,Insects/Spiders,Larva,4,Instar,"Topical, general",No substrate,Lab,6,Active ingredient,263.44,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Amirzade,N., H. Izadi, M.A. Jalali, and H. Zohdi",169059,"Evaluation of Three Neonicotinoid Insecticides Against the Common Pistachio Psylla, Agonoscena pistaciae, and Its Natural Enemies",J. Insect Sci.14(35): 8 p.,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient 168.52 - 850.87 AI mg/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,20,Coccinella undecimpunctata ssp. aegyptica,Elevenspotted Ladybird Beetle,Insects/Spiders,Larva,4,Instar,"Topical, general",No substrate,Lab,6,Active ingredient,480,AI mg/L,Mortality,Mortality,LOEL,Not reported,1,Day(s),"Amirzade,N., H. Izadi, M.A. Jalali, and H. Zohdi",169059,"Evaluation of Three Neonicotinoid Insecticides Against the Common Pistachio Psylla, Agonoscena pistaciae, and Its Natural Enemies",J. Insect Sci.14(35): 8 p.,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Instar | Conc 1 (Author): Ê Active ingredient NR - NR AI mg/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,20,Coccinellidae,Ladybird Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Foliar spray,No substrate,Field natural,2,Formulation,75/,g/ha,Population,Abundance,LOEL,Not reported,7,Day(s),"Kumar,R., S. Kranthi, M. Nitharwal, S.L. Jat, and D. Monga",169080,Influence of Pesticides and Application Methods on Pest and Predatory Arthropods Associated with Cotton,Phytoparasitica40:417-424,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,20,Coccinellidae,Ladybird Beetle Family,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Formulation,0.048/,%,Population,Abundance,LOEL,Not reported,7,Day(s),"Kumar,R., S. Kranthi, M. Nitharwal, S.L. Jat, and D. Monga",169080,Influence of Pesticides and Application Methods on Pest and Predatory Arthropods Associated with Cotton,Phytoparasitica40:417-424,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ % | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,25,Coccinellidae,Ladybird Beetle Family,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Natural soil,Field natural,3,Formulation,84,g/ha,Population,Abundance,NOEL,Not reported,~45.66,Day(s),"Naranjo,S.E., and D.H. Akey",170880,Conservation of Natural Enemies in Cotton: Comparative Selectivity of Acetamiprid in the Management of Bemisia tabaci,Pest Manag. Sci.61(6): 555-566,2005,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR - NR g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,20,Coccinellidae,Ladybird Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground spray,No substrate,Field natural,2,Formulation,1000/,L/ha,Population,Abundance,NOEL,Not reported,11,Day(s),"Fitzgerald,J.",80219,"Laboratory Bioassays and Field Evaluation of Insecticides for the Control of Anthonomus rubi, Lygus rugulipennis and Chaetosiphon fragaefolii, and Effects on Beneficial Species, in UK Strawberry Production",Crop Prot.23(9): 801-809,2004,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ L/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,30,Coleoptera,Beetle Order,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Formulation,3/,fl oz/gal,Population,Abundance,NOEL,Not reported,30,Day(s),"Pena,J.E., J.H. Crane, J.L. Capinera, R.E. Duncan, P.E. Kendra, R.C. Ploetz, S. McLean, G. Brar, M.C. Thomas, and R.D.",156617,"Chemical Control of the Redbay Ambrosia Beetle, Xyleborus glabratus, and Other Scolytinae (Coleoptera: Curculionidae)",Fla. Entomol.94(4): 882-896,2011,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ fl oz/gal | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,30,Coleoptera,Beetle Order,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Formulation,3/,fl oz/gal,Population,Abundance,NOEL,Not reported,90,Day(s),"Pena,J.E., J.H. Crane, J.L. Capinera, R.E. Duncan, P.E. Kendra, R.C. Ploetz, S. McLean, G. Brar, M.C. Thomas, and R.D.",156617,"Chemical Control of the Redbay Ambrosia Beetle, Xyleborus glabratus, and Other Scolytinae (Coleoptera: Curculionidae)",Fla. Entomol.94(4): 882-896,2011,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ fl oz/gal | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Not reported,Unmeasured,25,Collops vittatus,Banded Soft-winged Flower Beetle,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Natural soil,Field natural,3,Formulation,56,g/ha,Population,Abundance,LOEL,Not reported,~45.66,Day(s),"Naranjo,S.E., and D.H. Akey",170880,Conservation of Natural Enemies in Cotton: Comparative Selectivity of Acetamiprid in the Management of Bemisia tabaci,Pest Manag. Sci.61(6): 555-566,2005,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR - NR g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
